Standard ID,Grade,Strand,Content Cluster,Standard Text
DLCS18.8.21,8,Computing Analyst,Data,Differentiate types of data storage and apply most efficient structure.
DLCS18.8.22,8,Computing Analyst,Data,Encrypt and decrypt various data.
DLCS18.8.23,8,Computing Analyst,Systems,Design a digital artifact to propose a solution for a content-related problem.
DLCS18.8.24,8,Computing Analyst,Systems,Compare and contrast common methods of cybersecurity.
DLCS18.8.25,8,Computing Analyst,Modeling and Simulation,Create a model that represents a system.
DLCS18.8.26,8,Computing Analyst,Modeling and Simulation,Create a simulation that tests a specific model.
DLCS18.8.27,8,Innovative Designer,Human/Computer Partnerships,Analyze assistive technologies and how they improve the quality of life for users.
DLCS18.8.28,8,Innovative Designer,Human/Computer Partnerships,Develop a logical argument for and against artificial intelligence.
DLCS18.8.29,8,Innovative Designer,Design Thinking,Create an artifact to solve a problem using ideation and iteration in the problem-solving process.
DLCS18.HS.R1,HS,Recurring Standards,"Safety, Privacy, and Security","Identify, demonstrate, and apply personal safe use of digital devices."
DLCS18.HS.R2,HS,Recurring Standards,Legal and Ethical Behavior,Recognize and demonstrate age-appropriate responsible use of digital devices and resources as outlined in school/district rules.
DLCS18.HS.R3,HS,Recurring Standards,Impact of Computing,Assess the validity and identify the purpose of digital content.
DLCS18.HS.R4,HS,Recurring Standards,Systems,Identify and employ appropriate troubleshooting techniques used to solve computing or connectivity issues.
DLCS18.HS.R5,HS,Recurring Standards,Collaborative Research,Locate and curate information from digital sources to answer research questions.
DLCS18.HS.R6,HS,Recurring Standards,Digital Tools,"Produce, review, and revise authentic artifacts that include multimedia using appropriate digital tools."
DLCS18.HS.1,HS,Computational Thinker,Abstraction,"Decompose problems into component parts, extract key information, and develop descriptive models to understand the levels of abstractions in complex systems."
DLCS18.HS.2,HS,Computational Thinker,Abstraction,Explain how computing systems are often integrated with other systems and embedded in ways that may not be apparent to the user.
DLCS18.HS.3,HS,Computational Thinker,Algorithms,Differentiate between a generalized expression of an algorithm in pseudocode and its concrete implementation in a programming language.
DLCS18.HS.3a,HS,Computational Thinker,Algorithms,Explain that some algorithms do not lead to exact solutions in a reasonable amount of time and thus approximations are acceptable.
DLCS18.HS.3b,HS,Computational Thinker,Algorithms,"Compare and contrast the difference between specific control structures such as sequential statements, conditional, iteration, and explain the benefits and drawbacks of choices made."
DLCS18.HS.3c,HS,Computational Thinker,Algorithms,"Distinguish when a problem solution requires decisions to be made among alternatives, such as selection constructs, or when a solution needs to be iteratively processed to arrive at a result, such as iterative 'loop' constructs or recursion."
DLCS18.HS.3d,HS,Computational Thinker,Algorithms,"Evaluate and select algorithms based on performance, reusability, and ease of implementation."
DLCS18.HS.3e,HS,Computational Thinker,Algorithms,Explain how more than one algorithm may solve the same problem and yet be characterized with different priorities.
DLCS18.HS.4,HS,Computational Thinker,Algorithms,Use and adapt classic algorithms to solve computational problems.
DLCS18.HS.5,HS,Computational Thinker,Programming and Development,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using current events."
DLCS18.HS.6,HS,Computational Thinker,Programming and Development,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects, with parameters, and which return a result."
DLCS18.HS.7,HS,Computational Thinker,Programming and Development,Compare and contrast fundamental data structures and their uses.
DLCS18.HS.8,HS,Computational Thinker,Programming and Development,Demonstrate code reuse by creating programming solutions using libraries and Application Programming Interfaces.
DLCS18.HS.9,HS,Computational Thinker,Programming and Development,Demonstrate the ability to verify the correctness of a program.
DLCS18.HS.9a,HS,Computational Thinker,Programming and Development,Develop and use a series of test cases to verify that a program performs according to its design specifications.
DLCS18.HS.9b,HS,Computational Thinker,Programming and Development,"Collaborate in a code review process to identify correctness, efficiency, scalability and readability of program code."
DLCS18.HS.10,HS,Computational Thinker,Programming and Development,Resolve or debug errors encountered during testing using iterative design process.
DLCS18.HS.11,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security","Model and demonstrate behaviors that are safe, legal, and ethical while living, learning, and working in an interconnected digital world."
DLCS18.HS.11a,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Recognize user tracking methods and hazards.
DLCS18.HS.11b,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Understand how to apply techniques to mitigate effects of user tracking methods.
DLCS18.HS.11c,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Understand the ramifications of end-user license agreements and terms of service associated with granting rights to personal data and media to other entities.
DLCS18.HS.11d,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Explain the relationship between online privacy and personal security.
DLCS18.HS.11e,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security","Identify physical, legal, and ethical consequences of inappropriate digital behaviors."
DLCS18.HS.11f,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Explain strategies to lessen the impact of negative digital behaviors and assess when to apply them.
DLCS18.HS.12,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Describe how sensitive data can be affected by malware and other attacks.
DLCS18.HS.13,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security",Compare various security measures of a computer system.
DLCS18.HS.14,HS,Citizen of a Digital Culture,"Safety, Privacy, and Security","Compare ways to protect devices, software, and data."
DLCS18.HS.15,HS,Citizen of a Digital Culture,Legal and Ethical Behavior,Explain the necessity for the school's Acceptable Use Policy.
DLCS18.HS.16,HS,Citizen of a Digital Culture,Legal and Ethical Behavior,Identify laws regarding the use of technology and their consequences and implications.
DLCS18.HS.17,HS,Citizen of a Digital Culture,Legal and Ethical Behavior,Discuss the ethical ramifications of malicious hacking and its impact on society.
DLCS18.HS.18,HS,Citizen of a Digital Culture,Legal and Ethical Behavior,Explain the beneficial and harmful effects that intellectual property laws can have on innovation.
DLCS18.HS.19,HS,Citizen of a Digital Culture,Digital Identity,"Prove that digital identity is a reflection of persistent, publicly available artifacts."
DLCS18.HS.20,HS,Citizen of a Digital Culture,Digital Identity,Evaluate strategies to manage digital identity and reputation with awareness of the permanent impact of actions in a digital world.
DLCS18.HS.21,HS,Citizen of a Digital Culture,Impact of Computing,Explain how technology facilitates the disruption of traditional institutions and services.
DLCS18.HS.22,HS,Citizen of a Digital Culture,Impact of Computing,Research the impact of computing technology on possible career pathways.
DLCS18.HS.23,HS,Citizen of a Digital Culture,Impact of Computing,"Debate the positive and negative effects of computing innovations in personal, ethical, social, economic, and cultural spheres."
DLCS18.HS.24,HS,Global Collaborator,Creative Communications,"Compare and contrast Internet publishing platforms, including suitability for media types, target audience, and feedback mechanism."
DLCS18.HS.24a,HS,Global Collaborator,Creative Communications,Apply version control capabilities within a digital tool to understand the importance of managing historical changes across suggestions made by a collaborative team.
DLCS18.HS.25,HS,Global Collaborator,Digital Tools,Utilize a variety of digital tools to create digital artifacts across content areas.
DLCS18.HS.26,HS,Global Collaborator,Collaborative Research,"Use collaborative technologies to work with others including peers, experts, or community members to examine local, national, and global issues and problems from multiple viewpoints."
DLCS18.HS.27,HS,Global Collaborator,Social Interactions,Apply tools and methods for collaboration on a project to increase connectivity among people in different cultures and career fields.
DLCS18.HS.28,HS,Computing Analyst,Data,"Develop a model that reflects the methods, procedures and concepts used by computing devices in translating digital bits as real-world phenomena, such as print characters, sound, images, and video."
DLCS18.HS.29,HS,Computing Analyst,Data,Summarize the role of compression and encryption in modifying the structure of digital artifacts and the varieties of information carried in the metadata of these artifacts.
DLCS18.HS.30,HS,Computing Analyst,Data,"Evaluate the tradeoffs involved in choosing methods for the organization of data elements and the location of data storage, including the advantages and disadvantages of networked computing."
DLCS18.HS.31,HS,Computing Analyst,Data,Create interactive data visualizations using software tools to help others understand real-world phenomena.
DLCS18.HS.32,HS,Computing Analyst,Data,Use data analysis tools and techniques to identify patterns in data representing complex systems.
DLCS18.HS.33,HS,Computing Analyst,Systems,"Evaluate the scalability and reliability of networks by describing the relationship between routers, switches, servers, topology, packets, or addressing, as well as the issues that impact network functionality."
DLCS18.HS.33a,HS,Computing Analyst,Systems,Explain the purpose of Internet Protocol addresses and how domain names are resolved to IP addresses through a Domain Name System server.
DLCS18.HS.33b,HS,Computing Analyst,Systems,Understand the need for networking protocols and examples of common protocols.
DLCS18.HS.34,HS,Computing Analyst,Systems,Categorize the roles of operating system software.
DLCS18.HS.35,HS,Computing Analyst,Systems,Appraise the role of artificial intelligence in guiding software and physical systems.
DLCS18.HS.36,HS,Computing Analyst,Systems,Explain the tradeoffs when selecting and implementing cybersecurity recommendations.
DLCS18.HS.37,HS,Computing Analyst,Modeling and Simulation,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.
DLCS18.HS.37a,HS,Computing Analyst,Modeling and Simulation,"Create and utilize models and simulations to help formulate, test, and refine a hypothesis."
DLCS18.HS.37b,HS,Computing Analyst,Modeling and Simulation,"Form a model of a hypothesis, testing the hypothesis by the collection and analysis of data generated by simulations."
DLCS18.HS.37c,HS,Computing Analyst,Modeling and Simulation,Explore situations where a flawed model provided an incorrect answer.
DLCS18.HS.38,HS,Innovative Designer,Human/Computer Partnerships,Systematically design and develop programs for broad audiences by incorporating feedback from users.
DLCS18.HS.39,HS,Innovative Designer,Human/Computer Partnerships,Identify a problem that cannot be solved by either humans or machines alone and discuss a solution for it by decomposing the task into sub-problems suited for a human or machine to accomplish.
DLCS18.HS.40,HS,Innovative Designer,Design Thinking,"Use an iterative design process, including learning from mistakes, to gain a better understanding of a problem domain."
